type,text,listPrice,lastSoldPrice,sqft,stories,beds,baths,baths_full,garage,zip code ,sold_to_list_ratio
single_family,"Welcome to this sun-filled, meticulously maintained Expanded Ranch, a hidden gem in Randolph. Nestled in a highly sought-after neighborhood on a level lot, this 5 bedroom, 3 full bath property offers the ultimate in versatility and space. The heart of the home features a seamless open floor plan where an updated kitchen with stainless steel appliances, quartz countertops, and huge center island flows effortlessly into the family room, anchored by a cozy wood-burning fireplace and sliders that open to a private patio. The highly desirable first floor primary suite provides a private en-suite bath and spacious walk-in closet. With 4 additional bedrooms and 2 full baths, there is plenty of room for guests, a home office, or a growing household. Hardwood floors throughout. A fully finished basement with carpeting provides provides additional living space - perfect for a home gym or play room. Enjoy the total ease of all public utilities. Located in the highly-rated Randolph school district and minutes from the Midtown Direct train in Morristown, this home offers the perfect balance of suburban tranquility and urban convenience.",799900,890000,,,5,3,3,2,7869,1.112639
single_family,"This Charming 3BR ranch w/ detached garage is located in the family-friendly waterfront community of Baywood. This well-maintained and recently updated home features an expanded country kitchen with plenty of space for cooking and gathering, along with a comfortable layout perfect for everyday living. The property includes a detached garage plus 2 separate driveways offering parking for 6+ cars, trucks, or work vehicles, making it ideal for contractors, landscapers, or anyone needing extra space. Situated on a nicely sized fully fenced lot close to marinas, parks, shopping, & everything else the Jersey Shore has to offer. This home offers a great opportunity for year-round living or a coastal getaway. Bring your most Discerning Buyers. !!!! A Great Value!!!",399999,421000,1000,1,3,1,1,1,8723,1.052503
single_family,"This charming 3-bedroom, [Redacted entity] Brunswick has been beautifully renovated from top to bottom, offering the perfect blend of classic character and modern comfort. Completed in 2021, the home features newer windows and doors, a stunning updated kitchen, [Redacted entity], and all new HVAC, plumbing, electric, and flooringproviding peace of mind for years to come. Enjoy the light-filled sunroom, perfect for relaxing or entertaining, along with a spacious 2-car detached garage with newer doors. The home is topped off with a brand-new roof installed in Feb.2026, making this property truly move-in ready. A wonderful opportunity to own a thoughtfully updated home in a highly sought-after location!",539900,605000,,2,3,2,2,2,8816,1.120578
single_family,"Wow! Looking for a Move in Condition Home than this is it! Lovely 3 bedroom, 2bath home with beautiful hardwood floors, Living room, family room, laundry room, full finished basement and garage. There is a spacious deck and inground pool for your enjoyment. You are close to major transportation [Redacted entity] shopping and houses of worship. All of this on a quiet street",669900,670000,1590,2,3,2,2,1,8724,1.000149
single_family,"Welcome to [Redacted entity]! [Redacted entity] renovated home where every detail has been updated for modern living. Featuring a brand new kitchen with sleek quartz countertops and stainless steel appliances, this home is perfect for cooking, entertaining, and everyday life. Enjoy peace of mind with all new electric throughout the house, a new roof, new vinyl siding, new boiler, and new windows. All The bathrooms have been completely redone with fresh, modern finishes, plus a convenient downstairs powder room with washer and dryer hookup for everyday convenience. This home truly feels brand new from top to bottom, nothing left to do but move in and make it yours!",333500,333500,,,4,2,1,,8865,1
single_family,"Welcome home! Beautiful 2 Bed 2.5 Bath Country Raised Ranch with impressive [Redacted entity], Master [Redacted entity], and 1 Car Garage in peaceful [Redacted entity] could be the hidden gem you've been searching for! Set back from the road on 3+ sprawling acres, it's perfect for buyers looking for lots of land and a private estate of their own. Charming rocking chair front porch and curb appeal give way to a spacious and sophisticated interior with generous room sizes, elegant custom moldings, recessed lighting, hardwood floors that shine, and plenty of natural light all through. Lovely living room features soaring raised ceilings with skylights and exposed beams that truly open up the space, along with a cozy wood burning fireplace that is perfect for the season. Sunsoaked dining area is adorned with walls of windows, offering serene views of the plush property. Gorgeous country eat-in-kitchen offers sleek SS appliances, gleaming quartz counters, ample cabinet storage, and a center island that is ideal for gathering. Down the hall, find the main full bath along with 2 generous bedrooms with crown moldings, hardwood floors, and ceiling fans for added comfort, inc the Master Suite. MBR boasts its own walk-in closet and private full ensuite bath. Big finished basement almost doubles the living space, offering a large family room, recreation area with 2nd wood burning fireplace, home office, convenient 1/2 bath, and extra bonus room, currently a craft room, that can double as a bedroom, 2nd office, den, etc! Laundry room with storage, utilities and water softener too. Expansive outdoor area holds a multi-level deck leading down to a covered patio, perfect for [Redacted entity]. Several storage sheds, an oversized outbuilding, and freestanding barn is an added bonus, perfect for all of your equipment, great for contractors, hobbyists, etc, with plenty of extra space to expand and play. All of this and more, ready and waiting for you. Don't miss out! Come and see TODAY!",625000,600000,1539,1,2,3,2,1,8534,0.96
townhomes,"This is a Coming Soon listing and cannot be shown until 3/28. Spacious and Updated Condo in the Heart of Middletown! This large condo offers over 1,500 square feet of living space and is move-in ready! Featuring newer flooring, the main level boasts a beautiful living room with a fireplace, a dining area, and an eat-in kitchen. A half bath is conveniently located on the first floor. Upstairs, you'll find a [Redacted entity] and [Redacted entity] bathroom connecting the bedrooms. This condo has TONS of storage space! The finished walk-out basement opens to your own fenced-in private patio. Located in the center of Middletown, this property is near Starbucks, Target, and more. The complex features tennis courts, a playground, and offers ample visitor parking along with your assigned parking spot. Don't miss this one",475000,495000,1510,3,2,2,1,,7748,1.042105
condos,"Limited-time [Redacted entity]: $15,[Redacted entity] closing costs or HOA fees for studios and one-bedroom residences; $25,[Redacted entity] closing costs or HOA fees for two and three-bedroom residences. Experience elevated urban living in Residence 1304, nestled in Jersey City's vibrant Powerhouse Arts District. This thoughtfully designed 1446 sq. ft. three-bedroom, two-bathroom home blends modern form with refined function. Expansive floor-to-ceiling south & east-facing windows flood the space with natural light, enhancing the sleek, minimalist design and white oak flooring. This home offers 9ft. ceilings, walk-in closet in primary with enough room to fit a king-size bed. Plenty of kitchen storage and cabinet space offers a large island with room for numerous counter-stools. This home feels larger than it's actual size. This building features 259 residences distributed over 34 floors, offering an array of options, including studio, one-bedroom, two-bedroom, two-bedroom with den, and three-bedroom layouts. The open-concept kitchen seamlessly integrates with the living area, featuring custom Italian walnut and dove gray cabinetry, quartz countertops, and Bosch appliances. The spa-inspired bathroom features a single custom vanity, Kohler fixtures, and a soaking tub with porcelain tile surround, offering a serene, modern retreat. Additional highlights include a [Redacted entity] washer and vented dryer and 1 deeded parking space. Residents enjoy access to world-class amenities, including a sky lounge, rooftop terrace, fitness center, sundeck and pool, residents' lounge, children's playroom, dog run and spa, and a 24-hour attended lobby. Located just moments from the Grove Street PATH station, this residence offers unparalleled convenience and sophistication. This home is available for immediate occupancy.",1879000,1879000,1446,,3,2,2,,7302,1
condos,"Welcome to this beautifully maintained 1 bedroom, 1 bath condo located in the Vauxhall section of Union. Offering convenient one level living, this turn key home is ideal for a variety of lifestyles. Enjoy the attractive monthly maintenance fee as well as the low taxes, making this an excellent opportunity for all! The functional layout provides comfortable living space with minimal upkeep. Washer and [Redacted entity] are both within the unit and this unit also features a newer hot water heater (2022). Ideally located near major roadways including the Garden State Parkway, NJ Turnpike and Routes 78 and 22. This location adds tons of convenience as it is also very nearby Kean University, shopping, train and bus, dining, as well as a surplus of other amenities. A blend of comfort, value and accessibility. A MUST SEE.",240000,250000,,,1,1,1,,7088,1.041667
single_family,"Welcome to Cranberry Creek in Little Egg Harbor, NJ! This beautifully maintained 2-bedroom, 2-bath home offers comfortable living in a sought-after adult community. Featuring a spacious living room, formal dining room, and inviting family room, there's plenty of space to relax or entertain. The primary suite includes a walk-in closet and a large private bath. A 2-car garage provides ample storage and convenience. Enjoy low-maintenance living with community amenities and a peaceful setting close to shopping, dining, and the Jersey Shore. Don't miss this opportunity!",350000,350000,1606,1,2,2,2,2,8087,1
single_family,"Welcome to coastal living! Immaculate move-in ready home sits directly across from the picturesque Shark River on a generously sized lot. This exceptional property offers privacy and space. The backyard includes a beautiful deck to enjoy the tranquil outdoor setting. A truly premier location combining natural beauty, coastal charm, and everyday convenience. The house has Mother-Daughter potential. Five minutes to the beach and close to shopping, dining, and major routes.",869000,825000,2044,2,4,2,2,1,7719,0.949367
townhomes,"THIS IS IT! SPECTACTULAR CONDO WITH LOCATION! LOCATION! LOCATION!!! Truly turnkey and ready to impress! This beautifully updated condo is move in ready. Overlooking the clubhouse and pool area, this 1-bedroom, 1-bath townhome with a 1-car garage is located in the highly sought-after Sunrise Development. Great Updated!!! Freshly painted with new windows, this home features a brand-new stainless-steel range, dishwasher, and microwave, along with an updated bathroom. The bright and spacious open concept living and dining area is perfect for both entertaining and everyday relaxation. The primary bedroom offers a generous walk-in closet and an ensuite bath for added comfort and convenience. Enjoy a wealth of community amenities including a swimming pool, clubhouse, tennis courts, guest parking, and more. Ideally situated near major highways (Routes 10, 287, 80 & 24) and just minutes from shopping, dining, and train stations in Morristown, [Redacted entity], and Convent Station making commuting a breeze. Don't miss the opportunity to make this beautiful home your own. Come fall in love with all that this home and vibrant community have to offer!",389900,410000,,,1,1,1,1,7981,1.051552
condos,"Discover comfortable, low-maintenance living in this move-in-ready 1 bedroom, 1 bath home nestled in the 55+ community of Leisure Village. This charming end unit offers added privacy and is situated on a quiet cul-de-sac. Enjoy bright, inviting spaces with plenty of natural light. Residents of Leisure Village residents also enjoy amenities: swimming pools, clubhouse, golf course.",133000,127000,663,1,1,1,1,,8701,0.954887
single_family,"Wonderful [Redacted entity] in Cedar Knolls, with updated Kitchen, stainless steel appliances, spacious rooms, hardwood floors, in ceiling surround sound speakers, expansive deck, and fabulous heated in-ground pool! Centrally located, convenient to all major highways, and minutes to Morris Plains Train Station, restaurants, [Redacted entity]'s, shopping, and more!",735000,735000,,2,3,2,1,1,7927,1
single_family,Come see this beautifully renovated 3 bedroom 2 bath ranch. Everything is new on this house including a brand new septic system!!.,625000,615000,,,3,2,2,2,8822,0.984
condos,"Welcome to effortless first-floor living in desirable Society Hill VI, where comfort, convenience, and a peaceful setting come together. This impeccably maintained, move-in-ready 2-bedroom, 2-bath condo offers the ease of true one-level living with a thoughtfully designed open layout that supports both comfort and functionality. The spacious living room opens naturally into a formal dining area, creating an easy flow that works just as well for quiet evenings at home as it does for entertaining. The kitchen offers generous cabinetry and practical workspace, while in-unit laundry adds everyday convenience. The primary suite is thoughtfully positioned for privacy and features a large walk-in closet and its own full bath, creating a comfortable retreat at the end of the day. A comfortably sized second bedroom and adjacent full bath create an adaptable space ideal for remote work or multi-purpose use. Step outside to your private patio backing directly to wooded parkland, a rare and peaceful backdrop that brings a sense of calm and privacy to condo living. [Redacted entity] assigned parking with guest spaces available, plus access to community amenities including an outdoor pool, clubhouse, and tennis courts. Ideally located near Route 27, shopping, dining, and major commuter routes, this home offers low-maintenance living without sacrificing accessibility! HOA increased to $345/month - As of 3/3/26 there will be a 9 month Special Assessment of $126.71.",345000,366000,1125,,2,2,2,,8823,1.06087
condos,"Best value in Allaire Country Club Estates with rare private entry, no stairs, and expansive open green space. This 2-bedroom, 2-bath condo lives more like a townhome, offering a ground-level private entrance and one of the largest grassy areas in the community -- perfect for pets, and outdoor entertaining. The stair-free layout provides easy, single-level living and features a bright open floor plan, [Redacted entity], attached garage, and a full unfinished basement ideal for storage or future living space. Located in a gated, well-maintained community close to beaches, shopping, dining, and major highways, this home delivers space, flexibility, and outdoor lifestyle at a compelling value.",519000,520000,1143,1,2,2,2,1,7719,1.001927
single_family,"A charming walkway leads to the inviting front porch perfect for relaxing and taking in the changing seasons. Inside, the spacious living room features gleaming hardwood floors and a wood-burning fireplace surrounded by built-in bookcases is great for cozy evenings. The formal dining room is ideal for gatherings, while the bright three-season sunroom offers peaceful backyard views. The centrally located kitchen makes everyday living and entertaining effortless with tranquil views of the yard and access to the patio. The bedroom wing includes a spacious primary suite with hardwood floors, walk-in closet, and a beautifully renovated full bath. Two additional generously sized bedrooms with ample closets share a stylishly renovated hall bath. The finished lower level provides a expansive family room for fun and relaxation, plus a laundry area and abundant unfinished space for storage, hobbies, or a home gym. An oversized two-car garage adds extra functionality. Outside, the expansive backyard features a paver patio, open lawn, and mature trees perfect for entertaining or enjoying quiet outdoor moments. This home blends charm, comfort, and location beautifully. Enjoy all that historic Morristown has to offer. Make your dreams come true today! +++ Strongest and best due Tuesday 3/17 at 12 noon+++",799000,902000,,,3,2,2,2,7960,1.128911
condos,"Welcome to 1 Thoroughbred Fare, a beautifully updated 2-bedroom, 1-bath condo in the highly desirable Fox Chase community of [Redacted entity]. This move-in-ready unit features a modern kitchen with updated cabinetry, sleek countertops, and stainless steel appliances, flowing seamlessly into a bright and spacious living and dining area--perfect for everyday living and entertaining. The home offers two generously sized bedrooms with ample closet space and a tastefully renovated full bathroom with contemporary finishes. Stylish flooring, neutral tones, and abundant natural light create a warm and inviting atmosphere throughout. Located in the sought-after [Redacted entity] community, residents enjoy beautifully maintained grounds and convenient access to major highways, shopping, dining, and the Jerse Shore. Whether you're a first-time buyer, downsizing, or seeking a low-maintenance lifestyle, this updated condo offers comfort, convenience, and exceptional value in a prime location.",350000,350000,854,1,2,1,1,,7753,1
condos,"Welcome to this well-maintained 2-bedroom, 2-bath condominium offering a comfortable one-floor living in Paterson. The unit features a primary bedroom with private full bath, an open and functional layout, in-unit laundry, and an electric fireplace in the living area. The kitchen comes fully equipped with all appliances included, including a gas range, dishwasher, microwave, refrigerator, and washer/dryer. Additional highlights include gas forced-air heat, central air conditioning, and a pet-friendly community. Monthly HOA fee is $445. Conveniently located near parks, schools, shopping, and public transportation.",370000,360000,1038,,2,2,2,,7501,0.972973
single_family,"Welcome to this well-maintained ranch in a desirable [Redacted entity] residential setting, offering comfortable single-level living with 3 bedrooms and 1 full bath. From the moment you arrive, the home showcases attractive curb appeal with mature landscaping and a clean, inviting exterior. Inside, natural light fills the living and dining areas, creating an open and welcoming atmosphere. The kitchen offers ample cabinetry and functional workspace designed for everyday living. The full bath is thoughtfully maintained, and each bedroom provides practical space and versatility. Step outside to a spacious fenced backyard featuring a large deck area, storage shed, and plenty of lawn space ideal for entertaining.",525000,571000,1050,1,3,1,1,1,8724,1.087619
condos,"Holiday Heights, 2 Bedroom, 2 Full Bath Madison Model with Sunroom and 2 Car Garage on private [Redacted entity]. Beautiful Location and Open Floor Plan from Kitchen to Breakfast Area with Sliders to an oversized Sunroom. Generous size [Redacted entity] and Walk In Closet. Plenty of closets and Separate Laundry Room.",349900,365000,1509,1,2,2,2,2,8757,1.043155
condos,"Welcome to this beautifully renovated and well maintained 2-bedroom, 1 bath condo located at the Renaissance Manor in the heart of [Redacted entity]. This gorgeous 3rd-floor unit has been updated top to bottom and is fully move-in ready. Recently updated HVAC and custom flooring throughout. Brand-new stainless-steel smart appliances. All new light fixtures with LED smart lighting. Unit is equipped with Google Home and smart lock with touch pad. Ethernet & HDMI wiring throughout the unit ideal for home office or advanced gaming. Newly installed ambient speakers with dedicated home theater system. Sliding doors take you out to the beautiful porch area ideal for relaxation after a long day. The unit comes with one assigned parking space and additional parking spaces for visitors. The complex has a separate laundry area for all occupants. Brand new roof has been recently installed by the HOA in 2023. The complex is conveniently located near shops, restaurants, major highways, public transportation, and places of worship. Located [Redacted entity] from NYC. Book your showing today! [Redacted entity]",349900,355000,,,2,1,1,,7013,1.014576
single_family,"Charming 3-bedroom, 1-bath rancher situated on a large lot in a desirable area. The kitchen and bathroom have been upgraded within the last few years, offering modern finishes and functionality. The entire home was converted to natural gas, featuring all new gas lines, a newer HVAC system, and a tankless hot water heater installed within the past five years. New septic system installed 6 years ago. Florida room was converted to an all-seasons room adding a bonus family room space. This property is an excellent opportunity for a first-time buyer or a small family just starting out. Don't miss out-schedule your showing today!",379900,400000,1008,,3,1,1,,8210,1.052909
condos,"[Redacted entity], [Redacted entity] (Society Hill II) - End unit, 2 bed, 2 bath, 1,091 sq ft. One of the community's more spacious layouts, this condo centers on a bright living room with end-unit windows, newly built and freshly painted built-in bookshelves, and access to a private balcony. The dining area connects to a practical kitchen for everyday cooking. The primary bedroom includes an en-suite bath and new flooring; the second bedroom is comfortably sized with a full hall bath nearby. New flooring also runs through the living and dining areas for a clean, move-in feel. Set in Society Hill II, you're close to shopping, dining, and major routes to Philadelphia and the Shore. Ask about the FREE 1% Interest Rate Reduction for 12 months. Lower your rate 1% below market rate for Year 1 for qualified Buyers. Preferred Lender is offering a 1% below market, Interest Rate Buydown for the1st year at ZERO cost to the Buyer!",210000,200000,1091,,2,2,2,,8205,0.952381
single_family,"Immaculately maintained 3BR, 1.1BTH Colonial located in the desirable Allwood neighborhood. LR features hardwood floors and gas FP. DR is conveniently located off the kitchen and has hardwood floors. Kitchen has oak cabinetry with pullouts. [Redacted entity] has sliders leading to the backyard and a convenient half bath. Primary BR has hardwood floors and two closets. CA is only two years old. Beautiful backyard with a screened in gazebo. Unfinished basement with loads of potential. Attached one car garage. This home is conveniently located near schools, shopping, NYC transportation and major highways!",649000,701000,,,3,2,1,1,7012,1.080123
condos,"* Parking Included * Stretching skyward 79 stories, 99 Hudson stands head and shoulders above its neighbors. Every element of the design and build speaks the language of quality. Its menu of amenities, whose number and size are without rival, provide around-the-clock access to recreation, relaxation, health and wellbeing. The light-filled condominiums feature open plans with exhilarating views of the New York skyline, harbor and horizon that work together to create a nearly infinite sense of space. Situated along the Gold Coast, residents can enjoy the waterfront esplanade, nearby parks and marinas, as well as the authentic charm of Jersey City.",1465000,1465000,1117,,2,2,2,1,7302,1
multi_family,"Large Two Family Home. Near Train, Great for [Redacted entity]. Why not live in half and rent out the other half.",699900,710000,2184,2,0,3,3,2,7065,1.014431
single_family,"Move in Ready and fully renovated! This spacious 3-bedroom, 1.5-bathroom home offers comfort, updates, and outdoor space in the desirable residential area of Irvington. Features include a finished basement, driveway parking for 4+ cars, and a large backyard situated on an oversize lot.Recent updates include a roof (2017), siding (2017), water heater (3 years old), boiler (1 year old), and fresh interior paint throughout. The home is vacant, beautifully maintained, and immediately available. Conveniently located directly across from a middle school and surrounded by well-kept homes, offering a great neighborhood setting. An excellent opportunity for buyers seeking space, updates, and value. easy to show",495000,490000,,,3,2,1,,7111,0.989899
single_family,"Located on a quiet cul-de-sac in [Redacted entity], this updated 2 bedroom, [Redacted entity], style, and convenience. Features include brand new flooring, updated kitchen and bathroom, fresh landscaping, and a newly fenced yard. Enjoy outdoor living on the oversized deck, perfect for entertaining. Just minutes to beaches, shopping, dining, and the Garden State Parkway for an easy commute. A great opportunity for buyers looking for a move-in ready home in a prime [Redacted entity] location.",424000,442000,738,1,2,1,1,,7730,1.042453
condos,"Bright and modern 1 bedroom, [Redacted entity] of Downtown Jersey City. Perfect as a starter home or investment opportunity, this charming residence features beautiful hardwood floors, high ceilings, and an abundance of natural light that creates an open, airy feel throughout. Situated in a well-maintained 10-unit building, the home offers both comfort and convenience just moments from the Grove Street PATH station and the vibrant Newark Avenue [Redacted entity]. This is where you'll find an exciting mix of restaurants, bars, and entertainment right at your doorstep.",389900,370000,575,,1,1,1,,7302,0.948961
townhomes,"Bright and inviting 2 bedroom, 1-bath built in 2016, offering modern construction and effortless living. Enjoy wonderful East, South, and West exposures that fill the home with natural light throughout the day. Beautiful cathedral ceilings highlight the living and dining spaces, paired with hardwood floors, central air, and the convenience of in unit laundry. The unit also features a rare non-tandem garage parking space, making everyday living and parking simple and stress-free. A bus stop located right outside your door makes daily travel simple and accessible. With low taxes and maintenance fees, this home presents a fantastic opportunity for buyers seeking a move in ready space at an excellent value!",408000,408000,938,,2,1,1,1,7305,1
condos,"Conveniently located on the first floor, this beautifully renovated condo offers easy access to the family-friendly pool with sundeck as well as a private adult pool. Enjoy direct beach access to what feels like your own private stretch of shoreline. With no stairs or elevators to navigate, you can walk almost directly into this sun-drenched home, offering plenty of space for friends and family. The newly renovated kitchen features stainless steel LG appliances, a spacious granite countertop, and ample storage for all your beach snacks and beverages. Light and airy throughout, the home showcases durable, easy-to-maintain luxury vinyl flooring and custom wooden blinds on the Pella windows. Generous closets and storage areas provide plenty of room for beach gear and toys. Step out onto the private deck off the primary bedroom-an ideal spot to enjoy a book or relax with an afternoon nap. The building has recently undergone a major overhaul with numerous updates sure to impress. Brigantine offers something for everyone, including Shark Park Playground, fantastic restaurants with live entertainment, tennis and pickleball courts, and an arcade just up the street after a round of mini golf. Looking for even more excitement? Atlantic City is only minutes away. With so much to offer, this turnkey condo is a must-see and ready for you to enjoy immediately! There is a special assessment to be paid monthly on the property (separate from HOA fees) of $397.04 for all the completed upgrades.",435900,435000,,,2,2,2,,8203,0.997935
single_family,"Welcome home to this beautifully maintained open-concept Ranch in the Downtown Village of Toms River. Close to the GSP & beaches, offering the ultimate in convenience and lifestyle. Walk to downtown shops, restaurants, & local businesses right from your doorstep. The bright and inviting open floor plan is designed for comfortable everyday living and entertaining. The living area flows to the backyard through a door, leading to a paver patio--perfect for relaxing or hosting gatherings. The kitchen features stainless steel appliances, granite countertops, & center island w/ breakfast bar. The [Redacted entity] bedroom includes a recently renovated en-suite bath. The main full bath was beautifully updated 2/26. 2 add'l generously sized bdrms provide flexibility for guests or home office. Wood flooring in living areas and bedrooms adds warmth and style. The roof is just 2 yrs. old offering peace of mind. This move in condition home combines modern updates, thoughtful design and an unbeatable location. Don't miss the opportunity to make it yours!",425000,426000,1334,1,3,2,2,,8753,1.002353
single_family,"Welcome home to this beautifully updated 3-bedroom, 2-bathroom ranch offering effortless single-level living with bonus space to spare! Step inside to find a bright and inviting floor plan featuring gleaming hardwood flooring throughout the entire first floor. The renovated kitchen shines with modern finishes and flows seamlessly into the main living and dining areas perfect for everyday comfort and effortless entertaining. All three bedrooms are conveniently located on the main level, along with one stylishly updated full bathroom. Downstairs, a fully finished basement provides tile flooring and incredible versatility ideal as a rec room, home office, gym, and/or guest space. The 2nd full bathroom is conveniently located in the basement. Outside, enjoy a fully fenced-in backyard offering privacy and plenty of room to relax, garden, or play. There is also a doghouse. A 1-car garage adds even more convenience and storage. The roof is about 5 years young. With thoughtful updates, a flexible layout, and a fantastic yard, this home is ready for its next chapter. Come see all it has to offer! Sale is contingent on sellers finding suitable housing. Best & final offers due by Wednesday 3/25 at 5pm!",550000,596000,,,3,2,2,1,7065,1.083636
condos,"Location, Location, Location! Welcome to this charming 1-bedroom, 1-bathroom condo located in the highly sought-after [Redacted entity] community. This desirable 3rd-floor unit features a private balcony where you can relax and enjoy sunny days and peaceful moonlit evenings.Designed for easy living, this home offers an in-unit stackable washer and dryer, central air conditioning, and a serene setting for your comfort and enjoyment. The open layout provides a cozy yet functional living space perfect for homeowners or investors alike.Residents of [Redacted entity] enjoy fantastic amenities including an in-ground swimming pool, BBQ grills, tennis courts, and beautifully maintained grounds.Ideally located near shopping, dining, bus routes, Route 18, and the New Jersey Turnpike, this home offers both convenience and lifestyle.Don't miss your opportunity to own this wonderful condo or add a great property to your investment portfolio. Schedule your showing today!",245000,230000,,,1,1,1,,8816,0.938776
single_family,"Discover this charming two-bedroom home situated on a generous 130x166 corner lot, conveniently located across from the [Redacted entity] Wisting recreational fields. Set back from the main road, the property features a private driveway and ample parking. Recently refreshed with new flooring, an updated bathroom, and a new HVAC system and hot water heater installed in 2024, this home combines comfort with modern amenities. Inside, you'll find a spacious and open layout filled with natural light, complemented by a side deck perfect for relaxation. The large backyard and expansive side yard offer plenty of outdoor space for activities. The kitchen boasts light wood cabinetry and a central island, creating a warm and functional cooking area. Additionally, two versatile sitting rooms provide options for use, with one easily adaptable as a dining room. Please note, the property is currently tenant-occupied, making it a fantastic investment opportunity.",395000,390000,1008,,2,1,1,,8242,0.987342
single_family,"Don't miss this versatile, wheelchair-accessible home in desirable Villas, Cape May County, offering more space and flexibility than you'd expect. The main level features an open-concept living, dining, and kitchen area, along with three bedrooms and ample closet space for easy one-floor living. The upper level offers a flexible bonus area ideal for a home office or potential bedroom, with direct access to a private deck and stairs leading to the backyard. Outside, enjoy a rear deck overlooking a spacious, fully fenced yard with a shed and an additional insulated bonus space with electric-perfect for a gym, workshop, or creative space. Solar panels add energy efficiency and long-term savings. Conveniently located near bayfront recreation, local dining, Cape May beaches, and with easy access to Route [Redacted entity]. Schedule your tour today!",439900,387600,,2,3,1,1,,8251,0.881109
single_family,"This is a fantastic opportunity to invest in Kearny, NJ. The location is ideal for commuting, shopping, schools, and places of worship. The property does require TLC, making it the perfect canvas for you to personalize with your own style. It features three bedrooms, two bathrooms, and a previously finished basement. Open permit and UST to be taken care of after closing. Cash only due to open permit and possible UST.",359900,359900,1292,,3,2,2,,7032,1
condos,"The only Corner Condo in Community on Market !! BOM due to buyer inability to perform. The most Desirable floor plan in a prime location in 55+ Active Adult Community. Top Floor with no neighbors above you ! Open Floor Plan boasts Spacious 27ft. Living area w/ Dining Room adjoining is great for Entertaining. Enjoy morning coffee or wind down with the evening sunset on the Large covered terrace with view of trees. Kitchen has Separate dining area, SS Appl., & Granite counters w/ breakfast bar & pass-through to the living area that enhances the open & airy feel .The primary bedroom suite is a private retreat w/ 2 Walk-in closets, providing organized storage space, & Large bathroom w/ double granite vanity, & walk-in shower. Guest wing w/ 2nd Bedroom &Full Bath. There is a good-sized Den/Office. Many windows. An Assigned Parking Space in Garage & a Storage Unit. Just a short walk to the Beautiful Upscale Clubhouse-16, 000 sq. ft. with it's Resort like Amenities- Indoor Pool & Sauna, Fitness Center, Aerobics/Dance Room, Game/Card Rooms, [Redacted entity], Banquet Room, & MORE !! [Redacted entity], Picnic Pavilion w/ gas grills, Tennis/Pickleball Courts, Walking Paths, & Community Garden. FULL Social Calendar. Gated Community in a Parklike neighborhd setting. Convenience is key- Nearby Mall, Rt. 80, Shopping, Restaurants, Dr. Offices, NY Transp, Golf, & Parks. [Redacted entity] an Active Lifestyle in a Community that offers Many Amenities & Activities for a fulfilling & enjoyable life.",559000,545000,,,2,2,2,1,7866,0.974955
condos,"INDEPENDENCE HARBOR - [Redacted entity]. Welcome to this beautifully maintained 1-bedroom residence in the desirable Independence Harbor community of [Redacted entity], NJ. This bright and inviting home features updated flooring throughout and has been freshly painted, offering a clean, modern feel. Enjoy scenic views of the New York City skyline that fill the space with natural light. Independence Harbor is a sought-after waterfront complex known for its convenient location, resort-style amenities, and easy access to shopping, dining, and transportation to NYC. A perfect opportunity for comfortable living in one of [Redacted entity]'s premier communities.",440000,400000,742,,1,1,1,1,7020,0.909091
condos,"Location, Layout, and [Redacted entity] this one has it all. Welcome to this freshly painted end-unit townhouse in the highly desirable Birch Glen community of Piscataway, NJ. Offering 3 bedrooms, 2.5 baths, and 2, 039 sq ft, this home delivers space, comfort, and convenience in Piscataway's most sought-after neighborhoods.The sun-filled main level features 9-ft ceilings, hardwood floors, recessed lighting, a gas-burning fireplace, and an open, inviting layout. The updated kitchen shines with brand-new (2025) quartz countertops, 42 cabinetry and ample pantry storage, flowing seamlessly into a bright living-dining area with upgraded light fixtures. Upstairs, the spacious primary suite includes a sitting/study area, generous closet space with added storage, and a private bath with Jacuzzi tub. Two additional bedrooms offer great natural light and ample closets. Additional highlights include in-unitwasher/dryer, Water heater(2024), and a fire-sprinkler sys throughout. Enjoy outdoor living on your private deck, plus an attached garage and ample parking. Located directly across from the clubhouse, pool, tennis courts, and playground, with HOA covering [Redacted entity], Roof, Water, garbage, and common area maintenance. A rare opportunity in Piscataway move-in ready and perfectly located. Schedule your private tour today.",619900,620000,2039,,3,3,2,1,8854,1.000161
single_family,"Spacious ranch-style home featuring 3 bedrooms and 1 bath with a full basement and a one-car garage. This home offers vinyl plank flooring throughout, creating a modern and low-maintenance living space. Enjoy a large living room that flows seamlessly into the dining room, perfect for everyday living and entertaining. The eat-in kitchen features stainless steel appliances, granite countertops, a stylish tile backsplash, and recessed lighting. The full basement offers plenty of storage and includes the laundry area. Conveniently located close to major highways, shopping, malls, and restaurants, making commuting and daily errands easy.",399900,430000,1340,1,3,1,1,1,8757,1.075269
